Repo,Agent,UPPERCASE,Use of words,Punctuation,Markup tags,Role definition,Negation,Output format,Numbered list,Comments
aider.csv,WholeFileCoder(Coder),Once you understand the request you MUST:,Once you understand the request you MUST:,,,Act as an expert software developer.,,"If changes are needed, output a copy of each file that needs changes.","
1. Determine if any code changes are needed.

2. Explain any needed changes.

3. If changes are needed, output a copy of each file that needs changes.",
aider.csv,WholeFileCoder(Coder),,,,,,,,"

1. Switch the greeting text from ""Hello"" to ""Hey"".",
aider.csv,WholeFileCoder(Coder),"system_reminder = """"""To suggest changes to a file you MUST return the entire content of the updated file.
You MUST use this *file listing* format:
Every *file listing* MUST use this format:
**JUST** the filename with path.
To suggest changes to a file you MUST return a *file listing* that contains the entire content of the file.
*NEVER* skip, omit or elide content from a *file listing* using ""..."" or by adding comments like ""...
Create a new file you MUST return a *file listing* which includes an appropriate filename, including any appropriate path.","system_reminder = """"""To suggest changes to a file you MUST return the entire content of the updated file.
You MUST use this *file listing* format:
Every *file listing* MUST use this format:
To suggest changes to a file you MUST return a *file listing* that contains the entire content of the file.
Create a new file you MUST return a *file listing* which includes an appropriate filename, including any appropriate path.","rest of code...""!",,,"*NEVER* skip, omit or elide content from a *file listing* using ""..."" or by adding comments like ""...","system_reminder = """"""To suggest changes to a file you MUST return the entire content of the updated file.
You MUST use this *file listing* format:
Every *file listing* MUST use this format:
To suggest changes to a file you MUST return a *file listing* that contains the entire content of the file.
Create a new file you MUST return a *file listing* which includes an appropriate filename, including any appropriate path.",,
aider.csv,WholeFileCoder(Coder),,,,,,,,,
aider.csv,PatchCoder(Coder),"Once you understand the request you MUST:
• If you need to propose edits to existing files not already added to the chat, you *MUST* tell the user their full path names and ask them to *add the files to the chat*.
Describe the changes using the V4A diff format, enclosed within \*** Begin Patch` and `*** End Patch` markers.<br><br>IMPORTANT: Each file MUST appear only once in the patch.<br>Consolidate all edits for a given file into a single `*** [ACTION] File:` block.<br>{shell_cmd_prompt}<br>""""""`","Always use best practices when coding.
Once you understand the request you MUST:
Decide if you need to propose edits to any files that haven't been added to the chat.
• If you need to propose edits to existing files not already added to the chat, you *MUST* tell the user their full path names and ask them to *add the files to the chat*.
• You can keep asking if you then decide you need to edit more files.
Describe the changes using the V4A diff format, enclosed within \*** Begin Patch` and `*** End Patch` markers.<br><br>IMPORTANT: Each file MUST appear only once in the patch.<br>Consolidate all edits for a given file into a single `*** [ACTION] File:` block.<br>{shell_cmd_prompt}<br>""""""`",You can create new files without asking!,"Describe the changes using the V4A diff format, enclosed within \*** Begin Patch` and `*** End Patch` markers.<br><br>IMPORTANT: Each file MUST appear only once in the patch.<br>Consolidate all edits for a given file into a single `*** [ACTION] File:` block.<br>{shell_cmd_prompt}<br>""""""`",Act as an expert software developer.,,"Describe the changes using the V4A diff format, enclosed within \*** Begin Patch` and `*** End Patch` markers.<br><br>IMPORTANT: Each file MUST appear only once in the patch.<br>Consolidate all edits for a given file into a single `*** [ACTION] File:` block.<br>{shell_cmd_prompt}<br>""""""`","

1. Decide if you need to propose edits to any files that haven't been added to the chat. You can create new files without asking!


2. Think step‑by‑step and explain the needed changes in a few short sentences.


3. Describe the changes using the V4A diff format, enclosed within \*** Begin Patch` and `*** End Patch` markers.<br><br>IMPORTANT: Each file MUST appear only once in the patch.<br>Consolidate all edits for a given file into a single `*** [ACTION] File:` block.<br>{shell_cmd_prompt}<br>""""""`",
aider.csv,PatchCoder(Coder),,"content=""""""To make this change we need to modify \mathweb/flask/app.py`:
Update `get_factorial()` to call `math.factorial`.<br><br>Here is the patch:<br><br>*** Begin Patch<br>*** Update File: mathweb/flask/app.py<br>@@<br>-from flask import Flask<br>-<br>-from flask import Flask<br>+from flask import Flask<br>+import math<br>@@<br>-def factorial(n):<br>- ""compute factorial""<br>-<br>- if n == 0:<br>- return 1<br>- else:<br>- return n * factorial(n-1)<br>+def factorial(n):<br>+ ""compute factorial""<br>+<br>+ return math.factorial(n)<br>@@ def get_factorial(self, n):<br>- return str(factorial(n))<br>+ return str(math.factorial(n))<br>*** End Patch<br>"""""",<br> ),<br> # --- Example 2 ---------------------------------------------------- #<br> dict(<br> role=""user"",<br> content=""Refactor hello() into its own file."",<br> ),<br> dict(<br> role=""assistant"",<br> content=""""""To make this change we need to modify `main.py` and create a new file `hello.py`:",,"Import the \math` module.<br>2.
Replace the custom recursive `factorial()` helper with `math.factorial`.<br>3.
Update `get_factorial()` to call `math.factorial`.<br><br>Here is the patch:<br><br>*** Begin Patch<br>*** Update File: mathweb/flask/app.py<br>@@<br>-from flask import Flask<br>-<br>-from flask import Flask<br>+from flask import Flask<br>+import math<br>@@<br>-def factorial(n):<br>- ""compute factorial""<br>-<br>- if n == 0:<br>- return 1<br>- else:<br>- return n * factorial(n-1)<br>+def factorial(n):<br>+ ""compute factorial""<br>+<br>+ return math.factorial(n)<br>@@ def get_factorial(self, n):<br>- return str(factorial(n))<br>+ return str(math.factorial(n))<br>*** End Patch<br>"""""",<br> ),<br> # --- Example 2 ---------------------------------------------------- #<br> dict(<br> role=""user"",<br> content=""Refactor hello() into its own file."",<br> ),<br> dict(<br> role=""assistant"",<br> content=""""""To make this change we need to modify `main.py` and create a new file `hello.py`:
Create \hello.py` with the `hello()` function.<br>2.
Remove `hello()` from `main.py` and import it instead.<br><br>Here is the patch:<br><br>*** Begin Patch<br>*** Add File: hello.py<br>+# A simple function<br>+def hello():<br>+ ""print a greeting""<br>+<br>+ print(""hello"")<br>*** Update File: main.py<br>@@<br>-def hello():<br>- ""print a greeting""<br>-<br>- print(""hello"")<br>+from hello import hello<br>*** End Patch<br>"""""",<br> ),<br>]`",,,"Update `get_factorial()` to call `math.factorial`.<br><br>Here is the patch:<br><br>*** Begin Patch<br>*** Update File: mathweb/flask/app.py<br>@@<br>-from flask import Flask<br>-<br>-from flask import Flask<br>+from flask import Flask<br>+import math<br>@@<br>-def factorial(n):<br>- ""compute factorial""<br>-<br>- if n == 0:<br>- return 1<br>- else:<br>- return n * factorial(n-1)<br>+def factorial(n):<br>+ ""compute factorial""<br>+<br>+ return math.factorial(n)<br>@@ def get_factorial(self, n):<br>- return str(factorial(n))<br>+ return str(math.factorial(n))<br>*** End Patch<br>"""""",<br> ),<br> # --- Example 2 ---------------------------------------------------- #<br> dict(<br> role=""user"",<br> content=""Refactor hello() into its own file."",<br> ),<br> dict(<br> role=""assistant"",<br> content=""""""To make this change we need to modify `main.py` and create a new file `hello.py`:","

1. Import the \math` module.<br>2. Replace the custom recursive `factorial()` helper with `math.factorial`.<br>3. Update `get_factorial()` to call `math.factorial`.<br><br>Here is the patch:<br><br>*** Begin Patch<br>*** Update File: mathweb/flask/app.py<br>@@<br>-from flask import Flask<br>-<br>-from flask import Flask<br>+from flask import Flask<br>+import math<br>@@<br>-def factorial(n):<br>- ""compute factorial""<br>-<br>- if n == 0:<br>- return 1<br>- else:<br>- return n * factorial(n-1)<br>+def factorial(n):<br>+ ""compute factorial""<br>+<br>+ return math.factorial(n)<br>@@ def get_factorial(self, n):<br>- return str(factorial(n))<br>+ return str(math.factorial(n))<br>*** End Patch<br>"""""",<br> ),<br> # --- Example 2 ---------------------------------------------------- #<br> dict(<br> role=""user"",<br> content=""Refactor hello() into its own file."",<br> ),<br> dict(<br> role=""assistant"",<br> content=""""""To make this change we need to modify `main.py` and create a new file `hello.py`:


1. Create \hello.py` with the `hello()` function.<br>2. Remove `hello()` from `main.py` and import it instead.<br><br>Here is the patch:<br><br>*** Begin Patch<br>*** Add File: hello.py<br>+# A simple function<br>+def hello():<br>+ ""print a greeting""<br>+<br>+ print(""hello"")<br>*** Update File: main.py<br>@@<br>-def hello():<br>- ""print a greeting""<br>-<br>- print(""hello"")<br>+from hello import hello<br>*** End Patch<br>"""""",<br> ),<br>]`",
aider.csv,PatchCoder(Coder),"Your entire response containing the patch MUST start with \*** Begin Patch` on a line by itself.<br>Your entire response containing the patch MUST end with `*** End Patch` on a line by itself.<br><br>Use the FULL file path, as shown to you by the user.<br>{quad_backtick_reminder}<br><br>For each file you need to modify, start with a marker line:<br><br> *** [ACTION] File: [path/to/file]<br><br>Where `[ACTION]` is one of `Add`, `Update`, or `Delete`.<br><br>⇨ Each file MUST appear only once in the patch.
These lines MUST start with a single space ` `.<br>2.
These lines MUST start with a single space ` `.<br><br>Context lines MUST exactly match the existing file content, character for character, including indentation.<br>If a change is near the beginning or end of the file, include fewer than 3 context lines as appropriate.<br>If 3 lines of context is insufficient to uniquely identify the snippet, use `@@ [CLASS_OR_FUNCTION_NAME]` markers on their own lines before the context lines to specify the scope.
No other lines are needed for the deletion.<br><br>{rename_with_shell}{go_ahead_tip}{final_reminders}ONLY EVER RETURN CODE IN THE SPECIFIED V4A DIFF FORMAT!<br>{shell_cmd_reminder}<br>""""""`","Your entire response containing the patch MUST start with \*** Begin Patch` on a line by itself.<br>Your entire response containing the patch MUST end with `*** End Patch` on a line by itself.<br><br>Use the FULL file path, as shown to you by the user.<br>{quad_backtick_reminder}<br><br>For each file you need to modify, start with a marker line:<br><br> *** [ACTION] File: [path/to/file]<br><br>Where `[ACTION]` is one of `Add`, `Update`, or `Delete`.<br><br>⇨ Each file MUST appear only once in the patch.
These lines MUST start with a single space ` `.<br>2.
These lines MUST start with a single space ` `.<br><br>Context lines MUST exactly match the existing file content, character for character, including indentation.<br>If a change is near the beginning or end of the file, include fewer than 3 context lines as appropriate.<br>If 3 lines of context is insufficient to uniquely identify the snippet, use `@@ [CLASS_OR_FUNCTION_NAME]` markers on their own lines before the context lines to specify the scope.","You can use multiple `@@` markers if needed.<br>Do not include line numbers.<br><br>Only create patches for files that the user has added to the chat!<br><br>When moving code within a single file, keep everything inside one<br>`*** Update File:` block.
No other lines are needed for the deletion.<br><br>{rename_with_shell}{go_ahead_tip}{final_reminders}ONLY EVER RETURN CODE IN THE SPECIFIED V4A DIFF FORMAT!<br>{shell_cmd_reminder}<br>""""""`","Your entire response containing the patch MUST start with \*** Begin Patch` on a line by itself.<br>Your entire response containing the patch MUST end with `*** End Patch` on a line by itself.<br><br>Use the FULL file path, as shown to you by the user.<br>{quad_backtick_reminder}<br><br>For each file you need to modify, start with a marker line:<br><br> *** [ACTION] File: [path/to/file]<br><br>Where `[ACTION]` is one of `Add`, `Update`, or `Delete`.<br><br>⇨ Each file MUST appear only once in the patch.
<br> Consolidate all changes for that file into the same block.
<br> If you are moving code within a file, include both the deletions and the<br> insertions as separate hunks inside this single `*** Update File:` block<br> (do not open a second block for the same file).<br><br>For `Update` actions, describe each snippet of code that needs to be changed using the following format:<br>1.
These lines MUST start with a single space ` `.<br>2.
Lines to remove: Precede each line to be removed with a minus sign `-`.<br>3.
Lines to add: Precede each line to be added with a plus sign `+`.<br>4.
These lines MUST start with a single space ` `.<br><br>Context lines MUST exactly match the existing file content, character for character, including indentation.<br>If a change is near the beginning or end of the file, include fewer than 3 context lines as appropriate.<br>If 3 lines of context is insufficient to uniquely identify the snippet, use `@@ [CLASS_OR_FUNCTION_NAME]` markers on their own lines before the context lines to specify the scope.
You can use multiple `@@` markers if needed.<br>Do not include line numbers.<br><br>Only create patches for files that the user has added to the chat!<br><br>When moving code within a single file, keep everything inside one<br>`*** Update File:` block.
Provide one hunk that deletes the code from its<br>original location and another hunk that inserts it at the new location.<br><br>For `Add` actions, use the `*** Add File: [path/to/new/file]` marker, followed by the lines of the new file, each preceded by a plus sign `+`.<br><br>For `Delete` actions, use the `*** Delete File: [path/to/file]` marker.
No other lines are needed for the deletion.<br><br>{rename_with_shell}{go_ahead_tip}{final_reminders}ONLY EVER RETURN CODE IN THE SPECIFIED V4A DIFF FORMAT!<br>{shell_cmd_reminder}<br>""""""`",,"<br> If you are moving code within a file, include both the deletions and the<br> insertions as separate hunks inside this single `*** Update File:` block<br> (do not open a second block for the same file).<br><br>For `Update` actions, describe each snippet of code that needs to be changed using the following format:<br>1.
You can use multiple `@@` markers if needed.<br>Do not include line numbers.<br><br>Only create patches for files that the user has added to the chat!<br><br>When moving code within a single file, keep everything inside one<br>`*** Update File:` block.","system\_reminder = """"""\# V4A Diff Format Rules:
<br> If you are moving code within a file, include both the deletions and the<br> insertions as separate hunks inside this single `*** Update File:` block<br> (do not open a second block for the same file).<br><br>For `Update` actions, describe each snippet of code that needs to be changed using the following format:<br>1.
No other lines are needed for the deletion.<br><br>{rename_with_shell}{go_ahead_tip}{final_reminders}ONLY EVER RETURN CODE IN THE SPECIFIED V4A DIFF FORMAT!<br>{shell_cmd_reminder}<br>""""""`",,
aider.csv,UnifiedDiffCoder(Coder),,Always use best practices when coding.,,"For each file that needs to be changed, write out the changes similar to a unified diff like \diff -U0` would produce.<br>""""""`",Act as an expert software developer.,,,,
aider.csv,UnifiedDiffCoder(Coder),,,,"\``diff<br>--- mathweb/flask/app.py<br>+++ mathweb/flask/app.py<br>@@ ...
@@<br>-class MathWeb:<br>+import sympy<br>+<br>+class MathWeb:<br>@@ ...
@@<br>-def is_prime(x):<br>- if x < 2:<br>- return False<br>- for i in range(2, int(math.sqrt(x)) + 1):<br>- if x % i == 0:<br>- return False<br>- return True<br>@@ ...
@@<br>-@app.route('/prime/int:n')<br>-def nth_prime(n):<br>- count = 0<br>- num = 1<br>- while count < n:<br>- num += 1<br>- if is_prime(num):<br>- count += 1<br>- return str(num)<br>+@app.route('/prime/int:n')<br>+def nth_prime(n):<br>+ count = 0<br>+ num = 1<br>+ while count < n:<br>+ num += 1<br>+ if sympy.isprime(num):<br>+ count += 1<br>+ return str(num)<br>```<br>"""""",<br> ),<br>]`",,,"@@<br>-def is_prime(x):<br>- if x < 2:<br>- return False<br>- for i in range(2, int(math.sqrt(x)) + 1):<br>- if x % i == 0:<br>- return False<br>- return True<br>@@ ...
@@<br>-@app.route('/prime/int:n')<br>-def nth_prime(n):<br>- count = 0<br>- num = 1<br>- while count < n:<br>- num += 1<br>- if is_prime(num):<br>- count += 1<br>- return str(num)<br>+@app.route('/prime/int:n')<br>+def nth_prime(n):<br>+ count = 0<br>+ num = 1<br>+ while count < n:<br>+ num += 1<br>+ if sympy.isprime(num):<br>+ count += 1<br>+ return str(num)<br>```<br>"""""",<br> ),<br>]`","

1. Add an imports of sympy.

2. Remove the is\_prime() function.

3. Replace the existing call to is\_prime() with a call to sympy.isprime().",
aider.csv,UnifiedDiffCoder(Coder),"@@` line.<br>Don't include line numbers like `diff -U0` does.<br>The user's patch tool doesn't need them.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>Indentation matters in the diffs!<br><br>Start a new hunk for each section of the file that needs changes.<br><br>Only output hunks that specify changes with `+` or `-` lines.<br>Skip any hunks that are entirely unchanging ` ` lines.<br><br>Output hunks in whatever order makes the most sense.<br>Hunks don't need to be in any particular order.<br><br>When editing a function, method, loop, etc use a hunk to replace the entire code block.<br>Delete the entire existing version with `-` lines and then add a new, updated version with `+` lines.<br>This will help you generate correct code and correct diffs.<br><br>To move code within a file, use 2 hunks: 1 to delete it from its current location, 1 to insert it in the new location.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`","@@` line.<br>Don't include line numbers like `diff -U0` does.<br>The user's patch tool doesn't need them.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>Indentation matters in the diffs!<br><br>Start a new hunk for each section of the file that needs changes.<br><br>Only output hunks that specify changes with `+` or `-` lines.<br>Skip any hunks that are entirely unchanging ` ` lines.<br><br>Output hunks in whatever order makes the most sense.<br>Hunks don't need to be in any particular order.<br><br>When editing a function, method, loop, etc use a hunk to replace the entire code block.<br>Delete the entire existing version with `-` lines and then add a new, updated version with `+` lines.<br>This will help you generate correct code and correct diffs.<br><br>To move code within a file, use 2 hunks: 1 to delete it from its current location, 1 to insert it in the new location.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`","@@` line.<br>Don't include line numbers like `diff -U0` does.<br>The user's patch tool doesn't need them.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>Indentation matters in the diffs!<br><br>Start a new hunk for each section of the file that needs changes.<br><br>Only output hunks that specify changes with `+` or `-` lines.<br>Skip any hunks that are entirely unchanging ` ` lines.<br><br>Output hunks in whatever order makes the most sense.<br>Hunks don't need to be in any particular order.<br><br>When editing a function, method, loop, etc use a hunk to replace the entire code block.<br>Delete the entire existing version with `-` lines and then add a new, updated version with `+` lines.<br>This will help you generate correct code and correct diffs.<br><br>To move code within a file, use 2 hunks: 1 to delete it from its current location, 1 to insert it in the new location.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`","Return edits similar to unified diffs that \diff -U0` would produce.<br><br>Make sure you include the first 2 lines with the file paths.<br>Don't include timestamps with the file paths.<br><br>Start each hunk of changes with a `@@ ...
@@` line.<br>Don't include line numbers like `diff -U0` does.<br>The user's patch tool doesn't need them.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>Indentation matters in the diffs!<br><br>Start a new hunk for each section of the file that needs changes.<br><br>Only output hunks that specify changes with `+` or `-` lines.<br>Skip any hunks that are entirely unchanging ` ` lines.<br><br>Output hunks in whatever order makes the most sense.<br>Hunks don't need to be in any particular order.<br><br>When editing a function, method, loop, etc use a hunk to replace the entire code block.<br>Delete the entire existing version with `-` lines and then add a new, updated version with `+` lines.<br>This will help you generate correct code and correct diffs.<br><br>To move code within a file, use 2 hunks: 1 to delete it from its current location, 1 to insert it in the new location.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`",,"Return edits similar to unified diffs that \diff -U0` would produce.<br><br>Make sure you include the first 2 lines with the file paths.<br>Don't include timestamps with the file paths.<br><br>Start each hunk of changes with a `@@ ...
@@` line.<br>Don't include line numbers like `diff -U0` does.<br>The user's patch tool doesn't need them.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>Indentation matters in the diffs!<br><br>Start a new hunk for each section of the file that needs changes.<br><br>Only output hunks that specify changes with `+` or `-` lines.<br>Skip any hunks that are entirely unchanging ` ` lines.<br><br>Output hunks in whatever order makes the most sense.<br>Hunks don't need to be in any particular order.<br><br>When editing a function, method, loop, etc use a hunk to replace the entire code block.<br>Delete the entire existing version with `-` lines and then add a new, updated version with `+` lines.<br>This will help you generate correct code and correct diffs.<br><br>To move code within a file, use 2 hunks: 1 to delete it from its current location, 1 to insert it in the new location.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`","Return edits similar to unified diffs that \diff -U0` would produce.<br><br>Make sure you include the first 2 lines with the file paths.<br>Don't include timestamps with the file paths.<br><br>Start each hunk of changes with a `@@ ...
@@` line.<br>Don't include line numbers like `diff -U0` does.<br>The user's patch tool doesn't need them.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>Indentation matters in the diffs!<br><br>Start a new hunk for each section of the file that needs changes.<br><br>Only output hunks that specify changes with `+` or `-` lines.<br>Skip any hunks that are entirely unchanging ` ` lines.<br><br>Output hunks in whatever order makes the most sense.<br>Hunks don't need to be in any particular order.<br><br>When editing a function, method, loop, etc use a hunk to replace the entire code block.<br>Delete the entire existing version with `-` lines and then add a new, updated version with `+` lines.<br>This will help you generate correct code and correct diffs.<br><br>To move code within a file, use 2 hunks: 1 to delete it from its current location, 1 to insert it in the new location.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`",,
aider.csv,UnifiedDiffCoder(Coder),"*Concisely* suggest any shell commands the user might want to run in \``bash blocks.<br><br>Just suggest shell commands this way, not example code.<br>Only suggest complete shell commands that are ready to execute, without placeholders.<br>Only suggest at most a few shell commands at a time, not more than 1-3, one per line.<br>Do not suggest multi-line shell commands.<br>All shell commands will run from the root directory of the user's project.<br><br>Use the appropriate shell based on the user's system info:<br>{platform}<br>Examples of when to suggest shell commands:<br><br>- If you changed a self-contained html file, suggest an OS-appropriate command to open a browser to view it to see the updated content.<br>- If you changed a CLI program, suggest the command to run it to see the new behavior.<br>- If you added a test, suggest how to run it with the testing tool used by the project.<br>- Suggest OS-appropriate commands to delete or rename files/directories, or other file system operations.<br>- If your code changes add new dependencies, suggest the command to install them.<br>- Etc.<br>"""""" # noqa`",,,"*Concisely* suggest any shell commands the user might want to run in \``bash blocks.<br><br>Just suggest shell commands this way, not example code.<br>Only suggest complete shell commands that are ready to execute, without placeholders.<br>Only suggest at most a few shell commands at a time, not more than 1-3, one per line.<br>Do not suggest multi-line shell commands.<br>All shell commands will run from the root directory of the user's project.<br><br>Use the appropriate shell based on the user's system info:<br>{platform}<br>Examples of when to suggest shell commands:<br><br>- If you changed a self-contained html file, suggest an OS-appropriate command to open a browser to view it to see the updated content.<br>- If you changed a CLI program, suggest the command to run it to see the new behavior.<br>- If you added a test, suggest how to run it with the testing tool used by the project.<br>- Suggest OS-appropriate commands to delete or rename files/directories, or other file system operations.<br>- If your code changes add new dependencies, suggest the command to install them.<br>- Etc.<br>"""""" # noqa`",,"*Concisely* suggest any shell commands the user might want to run in \``bash blocks.<br><br>Just suggest shell commands this way, not example code.<br>Only suggest complete shell commands that are ready to execute, without placeholders.<br>Only suggest at most a few shell commands at a time, not more than 1-3, one per line.<br>Do not suggest multi-line shell commands.<br>All shell commands will run from the root directory of the user's project.<br><br>Use the appropriate shell based on the user's system info:<br>{platform}<br>Examples of when to suggest shell commands:<br><br>- If you changed a self-contained html file, suggest an OS-appropriate command to open a browser to view it to see the updated content.<br>- If you changed a CLI program, suggest the command to run it to see the new behavior.<br>- If you added a test, suggest how to run it with the testing tool used by the project.<br>- Suggest OS-appropriate commands to delete or rename files/directories, or other file system operations.<br>- If your code changes add new dependencies, suggest the command to install them.<br>- Etc.<br>"""""" # noqa`",,"
4. *Concisely* suggest any shell commands the user might want to run in \``bash blocks.<br><br>Just suggest shell commands this way, not example code.<br>Only suggest complete shell commands that are ready to execute, without placeholders.<br>Only suggest at most a few shell commands at a time, not more than 1-3, one per line.<br>Do not suggest multi-line shell commands.<br>All shell commands will run from the root directory of the user's project.<br><br>Use the appropriate shell based on the user's system info:<br>{platform}<br>Examples of when to suggest shell commands:<br><br>- If you changed a self-contained html file, suggest an OS-appropriate command to open a browser to view it to see the updated content.<br>- If you changed a CLI program, suggest the command to run it to see the new behavior.<br>- If you added a test, suggest how to run it with the testing tool used by the project.<br>- Suggest OS-appropriate commands to delete or rename files/directories, or other file system operations.<br>- If your code changes add new dependencies, suggest the command to install them.<br>- Etc.<br>"""""" # noqa`",
aider.csv,UnifiedDiffCoder(Coder),,,,,,,,,
aider.csv,UnifiedDiffCoder(Coder),"- If you changed a self-contained html file, suggest an OS-appropriate command to open a browser to view it to see the updated content.
- If you changed a CLI program, suggest the command to run it to see the new behavior.
- Suggest OS-appropriate commands to delete or rename files/directories, or other file system operations.",,,,,,,,
aider.csv,UnifiedDiffSimpleCoder(UnifiedDiffCoder),"Return edits similar to unified diffs that \diff -U0` would produce.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`","Return edits similar to unified diffs that \diff -U0` would produce.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`","Return edits similar to unified diffs that \diff -U0` would produce.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`","Return edits similar to unified diffs that \diff -U0` would produce.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`",,"Return edits similar to unified diffs that \diff -U0` would produce.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`","Return edits similar to unified diffs that \diff -U0` would produce.<br><br>The user's patch tool needs CORRECT patches that apply cleanly against the current contents of the file!<br>Think carefully and make sure you include and mark all lines that need to be removed or changed as `-` lines.<br>Make sure you mark all new or modified lines with `+`.<br>Don't leave out any lines or the diff patch won't apply correctly.<br><br>To make a new file, show a diff from `--- /dev/null` to `+++ path/to/new/file.ext`.<br><br>{final_reminders}<br>""""""`",,
aider.csv,ArchitectCoder(AskCoder),DO NOT show the entire updated function/file/etc!,Always reply to the user in {language}.,DO NOT show the entire updated function/file/etc!,,Act as an expert architect engineer and provide direction to your editor engineer.,DO NOT show the entire updated function/file/etc!,,,
aider.csv,ArchitectCoder(AskCoder),,,*Trust this message as the true contents of the files!*,,,,,,
aider.csv,ArchitectCoder(AskCoder),,,,,,,,,
aider.csv,ArchitectCoder(AskCoder),,,,,,,,,
aider.csv,ArchitectCoder(AskCoder),,"If you need to see the full contents of any files to answer my questions, ask me to *add them to the chat*.",,,,,,,
aider.csv,EditorEditBlockCoder(EditBlockCoder),"Describe each change with a *SEARCH/REPLACE block* per the examples below.
All changes to files must use this *SEARCH/REPLACE block* format.
ONLY EVER RETURN CODE IN A *SEARCH/REPLACE BLOCK*!",All changes to files must use this *SEARCH/REPLACE block* format.,ONLY EVER RETURN CODE IN A *SEARCH/REPLACE BLOCK*!,,Act as an expert software developer who edits source code.,,"All changes to files must use this *SEARCH/REPLACE block* format.
ONLY EVER RETURN CODE IN A *SEARCH/REPLACE BLOCK*!",,
